image_id,question_type,reason_code,detail
40777073/1131.661,nearest_object,INSUFFICIENT_CANDIDATES,cabinet
40777073/1135.560,nearest_object,INSUFFICIENT_CANDIDATES,cabinet
40958756/1630.997,nearest_object,NO_SINGLE_INSTANCE_ANCHOR,
40958756/1639.077,nearest_object,INSUFFICIENT_CANDIDATES,toilet
40958756/1639.077,nearest_object,INSUFFICIENT_CANDIDATES,sink
40958756/1643.175,nearest_object,INSUFFICIENT_CANDIDATES,toilet
40958756/1643.175,nearest_object,INSUFFICIENT_CANDIDATES,sink
40958767/2082.289,nearest_object,INSUFFICIENT_CANDIDATES,table
40958767/2098.466,nearest_object,NO_SINGLE_INSTANCE_ANCHOR,
40958767/2130.969,nearest_object,INSUFFICIENT_CANDIDATES,cabinet
40958767/2163.373,nearest_object,INSUFFICIENT_CANDIDATES,table
40958767/2195.876,nearest_object,INSUFFICIENT_CANDIDATES,chair
40958767/2195.876,nearest_object,INSUFFICIENT_CANDIDATES,table
41007582/1294.211,nearest_object,INSUFFICIENT_CANDIDATES,television
41007591/2640.127,nearest_object,INSUFFICIENT_CANDIDATES,sink
41007591/2644.525,nearest_object,INSUFFICIENT_CANDIDATES,sink
41007591/2644.525,nearest_object,INSUFFICIENT_CANDIDATES,toilet
41048071/4469.317,nearest_object,MARGIN_FAIL,chair
41048071/4491.408,nearest_object,INSUFFICIENT_CANDIDATES,table
41048071/4513.516,nearest_object,INSUFFICIENT_CANDIDATES,fireplace
41048071/4513.516,nearest_object,INSUFFICIENT_CANDIDATES,chair
41048142/1719.562,nearest_object,INSUFFICIENT_CANDIDATES,bed
41048142/1734.872,nearest_object,INSUFFICIENT_CANDIDATES,fireplace
41048142/1742.569,nearest_object,INSUFFICIENT_CANDIDATES,cabinet
41048169/1000.057,nearest_object,NO_SINGLE_INSTANCE_ANCHOR,
41048169/1052.968,nearest_object,INSUFFICIENT_CANDIDATES,chair
41048169/1158.857,nearest_object,INSUFFICIENT_CANDIDATES,fireplace
41048169/841.173,nearest_object,NO_SINGLE_INSTANCE_ANCHOR,
41048225/7280.248,nearest_object,INSUFFICIENT_CANDIDATES,chair
41048225/7296.041,nearest_object,NO_SINGLE_INSTANCE_ANCHOR,
41048225/7311.935,nearest_object,INSUFFICIENT_CANDIDATES,cabinet
41048225/7327.745,nearest_object,NO_SINGLE_INSTANCE_ANCHOR,
41048225/7375.242,nearest_object,MARGIN_FAIL,oven
41048247/4142.768,nearest_object,NO_SINGLE_INSTANCE_ANCHOR,
41048247/4157.562,nearest_object,INSUFFICIENT_CANDIDATES,sink
41048247/4172.373,nearest_object,INSUFFICIENT_CANDIDATES,sink
41048247/4187.167,nearest_object,INSUFFICIENT_CANDIDATES,toilet
41048247/4187.167,nearest_object,INSUFFICIENT_CANDIDATES,bathtub
41048247/4201.978,nearest_object,INSUFFICIENT_CANDIDATES,bathtub
41048247/4246.377,nearest_object,INSUFFICIENT_CANDIDATES,cabinet
41048249/4034.477,nearest_object,INSUFFICIENT_CANDIDATES,toilet
41048249/4061.167,nearest_object,INSUFFICIENT_CANDIDATES,sink
41048249/4101.267,nearest_object,INSUFFICIENT_CANDIDATES,bathtub
41069042/3044.239,nearest_object,INSUFFICIENT_CANDIDATES,table
41069042/3068.329,nearest_object,INSUFFICIENT_CANDIDATES,bed
41069042/3092.535,nearest_object,INSUFFICIENT_CANDIDATES,table
41069042/3104.530,nearest_object,INSUFFICIENT_CANDIDATES,table
41069042/3128.720,nearest_object,INSUFFICIENT_CANDIDATES,television
41069050/5053.014,nearest_object,INSUFFICIENT_CANDIDATES,toilet
41069050/5056.912,nearest_object,INSUFFICIENT_CANDIDATES,toilet
41069050/5064.709,nearest_object,INSUFFICIENT_CANDIDATES,bathtub
41069050/5068.607,nearest_object,INSUFFICIENT_CANDIDATES,sink
