image_id,object_index,raw_name,reason_code,detail
41069042/3044.239,,,NO_OBJECTS_IN_VIEW,
41069042/3068.329,,,NO_OBJECTS_IN_VIEW,
41069042/3080.424,,,NO_OBJECTS_IN_VIEW,
41069042/3092.535,,,NO_OBJECTS_IN_VIEW,
41069042/3104.530,,,NO_OBJECTS_IN_VIEW,
41069042/3116.625,,,NO_OBJECTS_IN_VIEW,
41069050/5045.334,,,NO_OBJECTS_IN_VIEW,
41069050/5049.115,,,NO_OBJECTS_IN_VIEW,
41069050/5072.506,,,NO_OBJECTS_IN_VIEW,
41125700/3707.856,,,NO_OBJECTS_IN_VIEW,
41125700/3721.151,,,NO_OBJECTS_IN_VIEW,
41125700/3734.445,,,NO_OBJECTS_IN_VIEW,
41125700/3747.740,,,NO_OBJECTS_IN_VIEW,
41125700/3761.051,,,NO_OBJECTS_IN_VIEW,
41125700/3774.346,,,NO_OBJECTS_IN_VIEW,
41125700/3787.640,,,NO_OBJECTS_IN_VIEW,
41125700/3800.935,,,NO_OBJECTS_IN_VIEW,
41125709/3816.462,,,NO_OBJECTS_IN_VIEW,
41125709/3829.940,,,NO_OBJECTS_IN_VIEW,
41125709/3843.551,,,NO_OBJECTS_IN_VIEW,
41125709/3857.046,,,NO_OBJECTS_IN_VIEW,
41125709/3870.640,,,NO_OBJECTS_IN_VIEW,
41125709/3884.151,,,NO_OBJECTS_IN_VIEW,
41125709/3897.746,,,NO_OBJECTS_IN_VIEW,
41125709/3911.240,,,NO_OBJECTS_IN_VIEW,
41159541/39799.632,,,NO_OBJECTS_IN_VIEW,
42444953/224960.185,,,NO_OBJECTS_IN_VIEW,
42444953/224969.065,,,NO_OBJECTS_IN_VIEW,
42444953/224978.061,,,NO_OBJECTS_IN_VIEW,
42444953/224986.957,,,NO_OBJECTS_IN_VIEW,
42444953/224995.970,,,NO_OBJECTS_IN_VIEW,
42444953/225004.967,,,NO_OBJECTS_IN_VIEW,
42444953/225013.863,,,NO_OBJECTS_IN_VIEW,
42444953/225022.859,,,NO_OBJECTS_IN_VIEW,
42445966/347040.233,,,NO_OBJECTS_IN_VIEW,
42445966/347061.441,,,NO_OBJECTS_IN_VIEW,
42445966/347103.840,,,NO_OBJECTS_IN_VIEW,
42445966/347125.032,,,NO_OBJECTS_IN_VIEW,
42445966/347167.431,,,NO_OBJECTS_IN_VIEW,
42445984/75145.654,,,NO_OBJECTS_IN_VIEW,
42445984/75169.927,,,NO_OBJECTS_IN_VIEW,
42445984/75182.139,,,NO_OBJECTS_IN_VIEW,
42445984/75206.429,,,NO_OBJECTS_IN_VIEW,
42445984/75218.624,,,NO_OBJECTS_IN_VIEW,
42445984/75230.835,,,NO_OBJECTS_IN_VIEW,
42445988/347214.745,,,NO_OBJECTS_IN_VIEW,
42445988/347250.930,,,NO_OBJECTS_IN_VIEW,
42445988/347287.132,,,NO_OBJECTS_IN_VIEW,
42445988/347323.434,,,NO_OBJECTS_IN_VIEW,
42445988/347359.635,,,NO_OBJECTS_IN_VIEW,
42445988/347395.837,,,NO_OBJECTS_IN_VIEW,
42445988/347468.324,,,NO_OBJECTS_IN_VIEW,
42445998/75359.532,,,NO_OBJECTS_IN_VIEW,
42445998/75398.932,,,NO_OBJECTS_IN_VIEW,
42445998/75418.624,,,NO_OBJECTS_IN_VIEW,
42445998/75438.432,,,NO_OBJECTS_IN_VIEW,
42445998/75458.124,,,NO_OBJECTS_IN_VIEW,
42445998/75477.832,,,NO_OBJECTS_IN_VIEW,
42445998/75497.524,,,NO_OBJECTS_IN_VIEW,
42446016/347976.297,,,NO_OBJECTS_IN_VIEW,
42446016/348004.568,,,NO_OBJECTS_IN_VIEW,
42446016/348061.279,,,NO_OBJECTS_IN_VIEW,
42446016/348089.567,,,NO_OBJECTS_IN_VIEW,
42446016/348117.872,,,NO_OBJECTS_IN_VIEW,
42446016/348146.277,,,NO_OBJECTS_IN_VIEW,
42446016/348174.582,,,NO_OBJECTS_IN_VIEW,
42446038/347859.978,,,NO_OBJECTS_IN_VIEW,
42446038/347887.683,,,NO_OBJECTS_IN_VIEW,
42446038/347901.477,,,NO_OBJECTS_IN_VIEW,
42446038/347915.372,,,NO_OBJECTS_IN_VIEW,
42446038/347929.183,,,NO_OBJECTS_IN_VIEW,
42446038/347943.077,,,NO_OBJECTS_IN_VIEW,
42446038/347956.871,,,NO_OBJECTS_IN_VIEW,
42446049/347774.096,,,NO_OBJECTS_IN_VIEW,
42446049/347794.771,,,NO_OBJECTS_IN_VIEW,
42446049/347805.084,,,NO_OBJECTS_IN_VIEW,
42446049/347815.479,,,NO_OBJECTS_IN_VIEW,
42446049/347825.775,,,NO_OBJECTS_IN_VIEW,
42446049/347836.171,,,NO_OBJECTS_IN_VIEW,
42446049/347846.483,,,NO_OBJECTS_IN_VIEW,
