image_id,object_index,raw_name,reason_code,detail
40753679/6790.132,,,NO_OBJECTS_IN_VIEW,
40753679/6797.112,,,NO_OBJECTS_IN_VIEW,
40753679/6804.109,,,NO_OBJECTS_IN_VIEW,
40753679/6811.122,,,NO_OBJECTS_IN_VIEW,
40753679/6818.119,,,NO_OBJECTS_IN_VIEW,
40753679/6825.116,,,NO_OBJECTS_IN_VIEW,
40753679/6832.112,,,NO_OBJECTS_IN_VIEW,
40753679/6839.109,,,NO_OBJECTS_IN_VIEW,
40753686/6853.436,,,NO_OBJECTS_IN_VIEW,
40753686/6859.316,,,NO_OBJECTS_IN_VIEW,
40753686/6865.214,,,NO_OBJECTS_IN_VIEW,
40753686/6871.111,,,NO_OBJECTS_IN_VIEW,
40753686/6877.008,,,NO_OBJECTS_IN_VIEW,
40753686/6882.905,,,NO_OBJECTS_IN_VIEW,
40753686/6888.803,,,NO_OBJECTS_IN_VIEW,
40753686/6894.717,,,NO_OBJECTS_IN_VIEW,
40776203/1000.072,,,NO_OBJECTS_IN_VIEW,
40776203/1013.866,,,NO_OBJECTS_IN_VIEW,
40776203/1027.777,,,NO_OBJECTS_IN_VIEW,
40776203/1055.466,,,NO_OBJECTS_IN_VIEW,
40776203/958.472,,,NO_OBJECTS_IN_VIEW,
40776203/986.177,,,NO_OBJECTS_IN_VIEW,
40776204/1067.861,,,NO_OBJECTS_IN_VIEW,
40776204/1075.174,,,NO_OBJECTS_IN_VIEW,
40777060/108.260,,,NO_OBJECTS_IN_VIEW,
40777060/124.754,,,NO_OBJECTS_IN_VIEW,
40777060/149.560,,,NO_OBJECTS_IN_VIEW,
