image_id,question_type,reason_code,detail
40777073/1131.661,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
40777073/1135.560,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
40958756/1630.997,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
40958767/2082.289,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
40958767/2098.466,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
40958767/2114.676,left_right,NO_PAIR_CLEARS_GATES,
40958767/2130.969,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
40958767/2163.373,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41007582/1294.211,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41007591/2640.127,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048071/4491.408,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048142/1719.562,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048142/1734.872,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048142/1742.569,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048169/1000.057,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048169/1052.968,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048169/1158.857,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048169/841.173,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048225/7264.454,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048225/7280.248,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048225/7296.041,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048225/7311.935,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048225/7327.745,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048225/7359.431,left_right,NO_PAIR_CLEARS_GATES,
41048225/7375.242,left_right,NO_PAIR_CLEARS_GATES,
41048247/4142.768,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048247/4157.562,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048247/4172.373,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048247/4201.978,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048247/4246.377,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048249/4034.477,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048249/4061.167,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41048249/4101.267,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41069042/3044.239,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
41069042/3068.329,left_right,INSUFFICIENT_SINGLE_INSTANCE_OBJECTS,
